loan_amnt,int_rate,annual_inc,dti,fico_range_low,revol_util,loan_to_income,grade_encoded,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,home_ownership_OWN,home_ownership_RENT,default,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,emp_length_Unknown
16000.0,12.88,70000.0,26.4,720.0,56.3,0.22857142857142856,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400.0,12.88,64000.0,34.95,700.0,67.2,0.021875,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18000.0,19.48,150000.0,9.39,665.0,40.7,0.12,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
28000.0,6.49,92000.0,21.6,720.0,64.5,0.30434782608695654,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9600.0,7.49,60000.0,22.44,695.0,59.4,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000.0,7.49,109000.0,26.02,745.0,54.3,0.22935779816513763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18000.0,11.99,112000.0,8.68,800.0,15.5,0.16071428571428573,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23000.0,8.49,64000.0,18.28,700.0,52.7,0.359375,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8650.0,19.89,55000.0,25.49,675.0,46.0,0.1572727272727273,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29900.0,12.88,65000.0,21.77,715.0,46.7,0.46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,14.85,48000.0,33.18,685.0,29.6,0.3333333333333333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28000.0,13.44,125000.0,7.49,695.0,63.1,0.224,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,13.44,79000.0,12.7,665.0,101.5,0.06329113924050633,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,7.49,100000.0,13.28,695.0,72.0,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4225.0,14.85,35000.0,15.22,725.0,24.6,0.12071428571428572,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
20000.0,5.32,65000.0,18.83,835.0,3.0,0.3076923076923077,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16000.0,17.97,109000.0,23.35,680.0,87.6,0.14678899082568808,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17600.0,5.32,88000.0,26.59,780.0,34.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000.0,5.32,44000.0,15.34,685.0,50.3,0.3409090909090909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,12.88,65000.0,18.96,675.0,54.3,0.24615384615384617,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24250.0,24.24,75000.0,20.84,660.0,65.3,0.3233333333333333,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12000.0,10.78,98000.0,24.04,690.0,62.8,0.12244897959183673,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000.0,13.99,79000.0,34.53,730.0,18.6,0.31645569620253167,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16800.0,12.88,118000.0,34.29,680.0,24.1,0.1423728813559322,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7000.0,7.49,59000.0,13.06,730.0,24.2,0.11864406779661017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21000.0,13.99,52000.0,14.47,680.0,87.4,0.40384615384615385,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27500.0,14.85,195000.0,6.79,700.0,50.9,0.14102564102564102,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7200.0,11.48,72500.0,8.47,725.0,35.2,0.0993103448275862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,14.85,110000.0,12.45,690.0,84.5,0.18181818181818182,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20000.0,15.77,70000.0,22.21,680.0,36.6,0.2857142857142857,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10000.0,17.97,55000.0,35.7,685.0,78.0,0.18181818181818182,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16000.0,13.99,142000.0,17.74,680.0,39.9,0.11267605633802817,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20000.0,9.8,75000.0,23.45,725.0,9.6,0.26666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8650.0,5.32,100000.0,7.28,750.0,26.7,0.0865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21000.0,13.44,54649.0,12.14,670.0,26.8,0.38427052645062126,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7200.0,15.77,55000.0,17.35,680.0,69.0,0.13090909090909092,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8800.0,9.8,92000.0,5.18,665.0,76.6,0.09565217391304348,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14650.0,20.5,43160.0,21.44,690.0,101.6,0.33943466172381836,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2500.0,17.27,50000.0,17.6,670.0,31.1,0.05,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000.0,9.17,69000.0,21.34,680.0,84.8,0.15942028985507245,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23850.0,17.27,68046.0,24.71,665.0,91.3,0.35049819239925933,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15700.0,16.59,48000.0,29.13,685.0,64.9,0.32708333333333334,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28800.0,11.99,60000.0,18.01,800.0,10.5,0.48,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,12.88,91392.0,9.44,710.0,41.7,0.1094187675070028,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24000.0,9.8,77900.0,10.24,740.0,10.3,0.3080872913992298,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28000.0,18.49,75000.0,31.88,685.0,51.9,0.37333333333333335,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,11.99,128000.0,6.46,685.0,27.4,0.2734375,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7200.0,9.17,50000.0,19.25,675.0,47.6,0.144,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,7.91,40100.0,10.81,680.0,45.0,0.24937655860349128,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,13.44,42000.0,9.6,670.0,44.8,0.38095238095238093,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21875.0,11.99,47590.0,17.76,700.0,57.1,0.45965538978777054,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14025.0,18.49,39000.0,18.0,675.0,74.9,0.3596153846153846,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,12.88,106000.0,17.36,730.0,72.1,0.330188679245283,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20000.0,12.88,145000.0,12.28,695.0,80.2,0.13793103448275862,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000.0,14.85,60000.0,24.29,690.0,73.9,0.23333333333333334,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16000.0,8.49,62000.0,28.92,720.0,51.2,0.25806451612903225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28000.0,14.85,85000.0,28.52,670.0,71.8,0.32941176470588235,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,13.99,70000.0,16.9,680.0,42.0,0.2857142857142857,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
17600.0,19.89,44000.0,17.56,680.0,102.4,0.4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4200.0,13.44,102500.0,26.21,700.0,88.5,0.04097560975609756,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19000.0,14.85,75000.0,13.09,665.0,63.7,0.25333333333333335,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15850.0,23.13,45000.0,34.85,755.0,21.3,0.3522222222222222,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,11.99,42500.0,31.04,705.0,40.9,0.23529411764705882,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,15.77,175000.0,18.5,725.0,50.3,0.17142857142857143,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1500.0,6.49,45000.0,16.11,745.0,21.2,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25000.0,5.32,150000.0,9.54,795.0,42.5,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16250.0,13.44,50000.0,34.95,690.0,94.9,0.325,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200.0,18.49,60000.0,34.84,720.0,40.6,0.33666666666666667,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
23975.0,19.89,70000.0,33.2,685.0,94.9,0.3425,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15000.0,10.78,65000.0,29.28,720.0,69.8,0.23076923076923078,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,10.78,41600.0,15.78,695.0,52.5,0.2403846153846154,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15000.0,8.49,110000.0,13.24,670.0,41.4,0.13636363636363635,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23100.0,20.5,110000.0,20.43,660.0,94.9,0.21,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
27300.0,17.27,65000.0,25.63,660.0,83.0,0.42,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25000.0,11.48,135000.0,4.65,705.0,13.5,0.18518518518518517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,10.78,40000.0,10.17,670.0,75.3,0.375,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000.0,16.59,30000.0,30.84,715.0,26.6,0.3333333333333333,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18500.0,12.88,70000.0,13.2,675.0,57.8,0.2642857142857143,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,7.91,32000.0,13.73,685.0,41.1,0.15625,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9000.0,9.17,50000.0,11.98,800.0,48.5,0.18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11000.0,6.49,85000.0,15.0,755.0,20.1,0.12941176470588237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,6.49,55000.0,29.15,750.0,23.8,0.36363636363636365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000.0,5.32,80000.0,20.18,775.0,21.4,0.1875,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000.0,5.32,53750.0,15.3,700.0,17.2,0.22325581395348837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8000.0,10.78,45000.0,21.23,670.0,35.5,0.17777777777777778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,10.78,40000.0,31.95,665.0,41.4,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18000.0,7.49,75000.0,25.65,715.0,33.2,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3600.0,11.48,85000.0,17.44,675.0,28.7,0.042352941176470586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7200.0,17.27,20000.0,13.21,705.0,32.6,0.36,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
15000.0,13.44,77213.0,18.17,670.0,25.8,0.19426780464429566,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5000.0,9.8,72000.0,6.52,710.0,56.3,0.06944444444444445,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11550.0,16.59,38000.0,21.07,700.0,39.7,0.30394736842105263,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
33600.0,10.78,104000.0,14.01,690.0,51.8,0.3230769230769231,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17925.0,17.27,39000.0,27.78,720.0,76.0,0.4596153846153846,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17475.0,13.99,39750.0,23.58,695.0,52.3,0.439622641509434,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
9000.0,8.49,47000.0,8.43,675.0,26.7,0.19148936170212766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000.0,9.8,65000.0,23.84,785.0,13.4,0.18461538461538463,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4000.0,9.17,44500.0,15.83,670.0,4.2,0.0898876404494382,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10500.0,15.77,70100.0,8.51,660.0,77.4,0.14978601997146934,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14000.0,9.8,100000.0,15.97,685.0,36.1,0.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000.0,7.91,105000.0,14.45,685.0,65.3,0.05714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,12.88,90000.0,6.39,700.0,43.9,0.17777777777777778,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,9.8,92000.0,13.89,680.0,35.2,0.16304347826086957,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12000.0,9.17,39400.0,26.32,705.0,34.6,0.30456852791878175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10000.0,11.48,33000.0,21.75,710.0,35.6,0.30303030303030304,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4200.0,13.99,32000.0,31.02,705.0,11.7,0.13125,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,20.5,120000.0,35.69,700.0,32.2,0.2916666666666667,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5475.0,18.99,108000.0,33.47,670.0,41.0,0.050694444444444445,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16000.0,7.91,60000.0,28.58,730.0,30.3,0.26666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,13.44,38700.0,23.26,690.0,19.2,0.15503875968992248,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24000.0,9.17,75000.0,10.11,660.0,39.5,0.32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,12.88,60000.0,3.3,715.0,64.1,0.16666666666666666,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6900.0,19.89,80000.0,9.57,665.0,35.9,0.08625,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22400.0,9.8,48000.0,28.48,705.0,55.7,0.4666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15975.0,16.59,58800.0,20.45,665.0,71.8,0.27168367346938777,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21600.0,13.44,54000.0,17.64,690.0,60.8,0.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24000.0,13.99,82193.0,29.92,695.0,48.2,0.2919956687309138,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14400.0,19.48,73320.0,17.02,660.0,96.8,0.19639934533551553,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
8000.0,13.99,42000.0,23.26,705.0,40.5,0.19047619047619047,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7000.0,13.99,83000.0,21.96,680.0,83.1,0.08433734939759036,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,10.78,55000.0,36.94,740.0,43.0,0.36363636363636365,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25825.0,26.06,68000.0,31.68,675.0,69.7,0.37977941176470587,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
24575.0,22.45,92000.0,24.16,725.0,79.3,0.26711956521739133,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3200.0,8.49,30407.0,20.61,710.0,30.3,0.10523892524747591,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22875.0,15.77,137000.0,32.3,700.0,45.8,0.16697080291970803,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,14.85,80000.0,19.59,700.0,83.6,0.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,13.44,125000.0,24.19,710.0,51.9,0.28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2400.0,17.27,52000.0,28.38,670.0,41.5,0.046153846153846156,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,7.49,132000.0,13.83,745.0,48.0,0.1893939393939394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8800.0,12.88,55000.0,35.52,715.0,37.5,0.16,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2500.0,11.48,16488.0,38.06,770.0,8.2,0.15162542455118874,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000.0,5.32,50000.0,14.86,715.0,35.1,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000.0,11.99,78000.0,27.1,705.0,48.2,0.2564102564102564,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35000.0,12.88,110000.0,13.39,695.0,47.2,0.3181818181818182,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15000.0,7.49,45000.0,10.67,710.0,43.5,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16000.0,15.77,70000.0,8.78,705.0,76.1,0.22857142857142856,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800.0,13.99,40000.0,26.13,665.0,71.2,0.27,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7500.0,17.97,15000.0,37.2,685.0,66.7,0.5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,10.78,63000.0,35.19,670.0,46.0,0.25396825396825395,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
9000.0,5.32,49000.0,21.63,755.0,11.7,0.1836734693877551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9500.0,15.77,28000.0,27.95,695.0,55.9,0.3392857142857143,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,7.91,25000.0,29.91,740.0,22.9,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6000.0,7.91,49000.0,17.92,795.0,4.4,0.12244897959183673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15600.0,13.44,52000.0,15.37,720.0,69.3,0.3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,8.49,90000.0,13.36,750.0,42.9,0.3888888888888889,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
